term	valence	arousal	dominance
acrophobia	-0.704	0.667	-0.704
acropolis	0.333	-0.667	0.762
across	0.000	0.667	0.000
acrostic	0.250	-0.083	0.083
acrylic	0.164	-0.442	-0.160
act	0.312	0.408	0.470
actin	0.000	0.667	0.519
acting	0.396	0.286	0.000
action	0.520	0.796	0.604
actionable	0.346	0.404	0.226
actionably	0.667	0.667	0.708
activate	0.528	0.300	0.612
activated	0.667	1.000	0.571
activation	0.562	0.600	0.508
activator	0.667	0.958	0.667
active	0.694	0.460	0.462
actively	0.667	1.000	0.667
activeness	1.000	1.000	0.708
activism	0.667	0.708	0.667
activist	0.062	0.306	0.754
activities	0.667	1.000	0.333
activity	0.402	0.320	0.614
actor	0.306	0.122	0.258
actress	0.266	0.112	0.192
actual	0.458	-0.200	0.432
actuality	0.500	-0.072	0.200
actualization	1.000	0.519	0.722
actualize	0.778	0.667	0.630
actually	0.000	0.000	0.000
actuarial	0.000	-0.524	0.556
actuary	0.020	-0.192	-0.018
actuate	0.083	1.000	0.917
actuation	0.042	0.889	0.583
actuator	0.000	1.000	0.667
acuity	-0.062	-0.244	0.482
acumen	0.128	0.320	0.358
acupressure	0.667	0.370	0.333
acupuncture	0.062	-0.352	0.098
acupuncturist	0.407	0.381	0.444
acute	-0.146	0.304	0.068
acutely	-0.166	0.086	-0.018
acuteness	0.778	0.458	0.667
ad	0.042	0.410	0.116
adage	0.034	-0.170	0.132
adamant	-0.312	0.058	0.150
adamantly	0.000	0.667	0.810
adapt	0.480	-0.290	0.102
adaptability	0.833	0.067	0.667
adaptable	0.470	-0.154	0.282
adaptation	0.326	-0.270	0.218
adapter	0.000	0.000	0.333
adaption	0.667	0.619	0.542
adaptive	0.792	0.400	0.625
adaptively	0.667	0.500	0.417
adaptor	0.067	0.481	0.292
add	0.456	-0.020	0.108
added	0.124	-0.190	0.018
addendum	-0.216	-0.260	-0.164
adder	-0.224	-0.078	0.176
addict	-0.850	0.392	-0.346
addicted	-0.688	0.424	-0.034
addictedness	-0.667	0.667	-0.778
addiction	-0.640	0.612	-0.160
addictive	-0.396	0.366	-0.056
addictiveness	-0.667	0.708	-0.600
addition	0.124	-0.254	-0.058
additional	0.346	-0.076	0.052
additionally	0.000	-0.593	0.056
additive	0.122	0.266	0.382
additively	0.000	0.000	0.000
addlebrained	-0.667	-0.519	-0.750
addled	-0.667	-0.625	-0.625
address	0.300	-0.346	0.134
addressable	0.667	0.048	0.583
addressbook	0.000	-0.667	0.259
addressee	0.244	-0.236	0.076
addresser	0.000	0.625	0.519
addresses	0.020	-0.292	-0.100
addressor	0.000	0.000	0.593
adenoid	-0.370	-0.556	-0.238
adept	0.188	0.078	0.578
adeptly	0.875	0.667	0.815
adeptness	1.000	0.190	0.704
adequacy	0.230	-0.130	0.404
adequate	0.708	-0.472	0.410
adequately	0.333	-0.125	0.222
adequateness	0.333	-0.667	0.571
adhd	-0.484	-0.054	-0.072
adhere	0.266	-0.322	0.108
adherence	0.520	-0.386	0.260
adherent	0.122	-0.230	0.110
adherently	0.067	-0.667	0.375
adherer	0.667	0.556	0.375
adhering	0.224	0.122	0.074
adhesion	0.042	-0.110	0.172
adhesive	0.208	-0.300	-0.174
adhesively	0.042	0.000	0.000
adhesiveness	0.500	-0.417	0.067
adieu	-0.500	-0.058	-0.316
adios	0.000	-0.556	0.000
adipose	-0.334	-0.300	-0.218
adjacency	-0.270	-0.166	-0.250
adjacent	0.290	-0.448	0.072
adjacently	0.000	0.467	0.042
adjective	0.140	-0.368	0.138
adjectively	0.000	-0.556	0.000
adjoin	0.000	0.000	0.208
adjoining	0.040	-0.200	-0.214
adjourn	-0.230	-0.088	-0.050
adjournment	-0.124	0.020	-0.260
adjudicate	0.118	0.040	0.366
adjudication	0.102	-0.076	0.382
adjudicative	0.593	0.667	0.917
adjudicator	0.148	0.667	0.741
adjunct	-0.082	-0.120	-0.148
adjunction	0.000	0.000	0.250
adjunctive	0.000	0.524	0.185
adjunctively	0.000	0.000	0.222
adjure	0.000	0.630	0.889
adjust	0.294	-0.346	0.276
adjustability	0.667	0.667	0.476
adjustable	0.667	0.458	0.389
adjustably	0.042	0.000	0.292
adjuster	0.020	0.080	0.520
adjustment	0.180	0.040	0.322
adjustor	0.667	0.667	0.259
adjuvant	0.020	0.000	-0.088
admin	0.376	-0.160	0.708
administer	0.270	-0.150	0.720
administrable	0.630	0.296	0.667
administrant	0.000	0.583	0.762
administrate	0.111	0.667	1.000
administration	0.250	-0.192	0.572
administrational	0.000	-0.667	0.619
administrative	0.084	-0.170	0.158
administratively	0.000	-0.571	0.619
administrator	0.076	-0.040	0.804
admirable	0.858	0.200	0.740
admirably	0.952	-0.429	0.500
admiral	0.688	-0.020	0.694
admiralship	1.000	-0.190	1.000
admiralty	0.188	0.094	0.466
admiration	0.938	0.166	0.452
admire	0.734	0.384	0.408
admired	0.834	0.120	0.630
admirer	0.592	0.440	0.300
admiring	0.734	0.156	0.258
admissibility	0.604	0.160	0.204
admissible	0.560	0.056	0.284
admissibly	0.000	-0.667	0.208
admission	0.604	-0.170	0.464
admissive	0.619	-0.556	-0.381
admit	0.076	-0.154	0.334
admittance	0.380	-0.098	0.196
admitted	0.440	-0.020	0.534
admittedly	0.000	0.000	0.000
admitter	0.000	0.458	0.250
admitting	0.240	0.000	0.092
admixture	-0.100	-0.250	-0.124
admonish	-0.667	-0.444	0.667
admonisher	-0.500	0.625	0.762
admonishment	-0.667	0.542	0.583
admonition	-0.286	0.212	-0.090
ado	0.040	-0.154	-0.230
adobe	0.000	-0.362	-0.344
adolescence	-0.026	0.388	-0.112
adolescent	0.562	0.360	0.018
adolescently	0.000	0.583	-0.583
adopt	0.388	0.224	0.402
adoptability	0.708	-0.286	0.095
adoptable	0.667	-0.259	-0.250
adoptee	0.048	-0.292	-0.583
adopter	0.667	0.667	0.370
adoption	0.250	0.132	0.178
adoptive	0.062	-0.062	0.040
adoptively	0.667	0.037	-0.042
adorability	0.944	-0.333	-0.333
adorable	0.938	0.038	-0.086
adorableness	1.000	-0.333	-0.500
adorably	0.905	-0.542	-0.333
adoration	0.770	0.398	0.416
adore	0.708	-0.124	0.314
adored	1.000	-0.667	-0.148
adorer	0.963	0.667	0.222
adoring	0.770	0.240	0.434
adorn	0.820	-0.152	-0.036
adorner	0.667	-0.500	0.222
adornment	0.836	-0.254	-0.246
adrenal	0.000	0.917	0.625
adrenalin	0.730	0.840	0.572
adrenaline	0.530	0.913	0.551
adrift	-0.204	-0.028	-0.540
adroitness	0.926	0.667	0.778
adulate	0.444	0.667	-0.667
adulation	1.000	0.667	0.250
adulatory	0.625	0.125	0.143
adult	0.630	-0.018	0.574
adulterant	-0.667	0.000	-0.524
adulterate	-0.792	0.333	-0.333
adulterated	-0.624	0.730	-0.260
adulteration	-0.708	0.000	-0.556
adulterator	-0.958	0.667	0.630
adulterer	-0.542	0.628	-0.186
adulteress	-0.708	0.542	-0.458
adulterous	-1.000	0.667	-0.375
adulterously	-0.958	0.630	0.208
adultery	-0.760	0.844	0.020
adulthood	0.082	-0.092	0.304
adultlike	0.667	-0.375	0.593
adultness	0.583	-0.519	0.571
advance	0.346	-0.056	0.716
advanced	0.688	0.246	0.594
advancement	0.552	0.300	0.678
advancer	0.667	1.000	0.952
advancing	0.858	0.216	0.722
advantage	0.834	0.096	0.718
advantageous	0.674	0.280	0.578
advantageously	0.917	0.083	0.958
advantageousness	1.000	-0.583	0.750
advent	0.330	0.120	0.254
adventure	0.834	0.714	0.420
adventurer	0.562	0.678	0.736
adventures	0.624	0.528	0.498
adventuresome	0.905	0.963	0.667
adventurism	0.667	1.000	0.708
adventurist	0.619	0.667	0.708
adventurous	0.938	0.796	0.444
adventurously	0.667	0.875	0.625
adventurousness	1.000	0.917	0.667
adverb	0.000	-0.190	0.000
adverbial	0.000	-0.667	0.095
adversarial	-0.667	0.889	0.810
adversary	-0.302	0.554	-0.086
adverse	-0.354	0.220	-0.230
adversely	-0.875	0.667	-0.630
adverseness	-0.667	0.583	-0.389
adversity	-0.448	0.444	0.076
advert	0.000	0.556	0.333
advertently	0.000	0.381	0.500
advertise	0.000	0.058	0.160
advertised	0.625	0.667	0.333
advertisement	0.200	0.132	0.078
advertiser	0.000	0.667	0.630
advertising	0.244	0.216	0.264
advertize	0.167	0.667	0.593
adverts	0.102	0.000	0.190
advice	0.396	-0.184	0.376
advisability	0.611	-0.667	0.481
advisable	0.734	-0.040	0.020
advisably	0.630	-0.667	0.458
advise	0.520	-0.214	0.410
advised	0.635	-0.504	0.238
advisedly	0.533	-0.667	0.524
advisee	0.167	-0.333	-0.458
advisement	0.396	-0.530	0.310
adviser	0.490	-0.276	0.410
advisor	0.292	-0.300	0.378
advisory	0.312	-0.142	0.266
advocacy	0.000	0.292	0.462
advocate	0.102	0.060	0.636
advocator	0.750	0.667	0.593
advocatory	0.611	0.630	0.593
aegis	-0.020	-0.122	-0.076
aerate	0.519	0.667	0.148
aeration	0.100	0.000	-0.134
aerator	0.667	0.667	0.556
aerial	0.230	-0.078	-0.074
aerialist	0.667	0.714	0.519
aerially	0.000	0.333	0.167
aerobatic	0.619	1.000	0.625
aerobic	0.667	1.000	0.542
aerobically	0.667	1.000	0.444
aerobics	0.416	0.542	0.254
aerobiological	0.000	0.667	0.000
aerobiology	0.000	0.667	0.458
aerodrome	0.082	0.480	0.356
aerodynamic	0.122	0.448	0.456
aerodynamicist	0.611	0.667	0.926
aerodynamics	0.180	0.326	0.444
aerograph	0.000	0.056	0.125
aerographer	0.042	0.190	0.429
aerographic	0.056	0.000	0.286
aerologist	0.000	0.125	0.708
aeromechanical	0.000	0.667	0.500
aeromechanics	0.000	0.667	0.667
aerometer	0.000	0.000	0.296
aeronaut	0.833	0.593	0.625
aeronautic	0.556	0.667	0.476
aeronautical	0.667	0.625	0.704
aeronautically	0.571	0.037	0.407
aeronautics	0.102	0.266	0.376
aerophobia	-0.667	0.750	-0.875
aeroplane	0.428	0.284	0.288
aerosol	0.000	0.000	0.074
aerospace	0.286	0.040	0.558
aerosphere	0.000	0.000	-0.037
aerostatic	0.000	0.375	0.250
aerostation	0.375	0.704	0.222
aesthetic	0.416	-0.116	0.052
aesthetical	0.875	-0.571	0.167
aesthetically	0.708	-0.133	0.111
aesthetician	0.619	-0.593	0.458
aestheticism	0.667	-0.667	0.571
aesthetics	0.694	-0.346	0.098
aetiology	-0.040	-0.204	0.230
afar	-0.208	-0.254	-0.284
affability	1.000	-0.481	-0.095
affable	0.408	-0.240	-0.096
affableness	1.000	-0.667	0.222
affably	0.708	-0.417	0.296
affair	0.040	-0.082	0.314
affect	-0.084	0.138	0.156
affectation	-0.667	0.000	-0.630
affectedly	-0.619	0.381	-0.524
affectedness	-0.667	0.630	-0.542
affecting	-0.300	0.148	-0.212
affection	0.796	0.118	0.392
affectionate	0.898	-0.156	0.100
affectionately	1.000	-0.667	-0.583
affections	0.520	0.094	0.310
affective	0.667	0.667	0.333
affectively	0.095	0.519	-0.083
affectivity	0.619	0.667	-0.083
affectless	-0.667	-0.958	-0.500
affiche	-0.042	-0.470	-0.196
affidavit	-0.062	0.168	0.052
affiliate	0.556	0.250	0.238
affiliated	0.346	0.038	0.070
affiliation	0.230	0.188	0.000
affinitive	0.500	0.000	0.143
affinity	0.600	0.000	0.074
affirm	0.490	0.018	0.462
affirmable	0.708	0.000	0.417
affirmation	0.500	0.000	0.378
affirmative	0.708	0.178	0.632
affirmatively	0.816	0.000	0.622
affirmer	0.667	0.625	0.481
affix	-0.124	-0.330	-0.178
affixation	0.037	0.533	0.370
affixer	0.000	0.667	0.571
afflict	-0.396	0.110	-0.414
afflicted	-0.458	0.000	-0.666
afflicter	-0.750	0.667	0.714
affliction	-0.412	0.270	-0.216
afflictive	-0.750	-0.667	-0.619
affluence	0.326	0.236	0.444
affluent	0.512	-0.224	-0.046
affluently	0.714	-0.333	0.708
afford	0.142	0.160	0.150
affordability	0.714	0.000	0.000
affordable	0.680	-0.204	-0.014
affront	-0.346	0.480	0.094
affronted	-0.230	0.500	0.054
afghan	0.000	-0.037	0.417
afghanistan	0.000	0.000	-0.125
aficionado	0.611	0.611	0.476
afield	0.188	-0.260	-0.254
afire	-0.266	0.808	0.350
aflame	0.208	1.000	0.630
afloat	0.204	-0.146	-0.112
aflutter	0.333	1.000	-0.500
afoot	0.095	0.625	0.000
afore	0.000	-0.326	-0.236
aforehand	0.000	0.000	0.458
aforementioned	-0.020	-0.368	-0.184
aforesaid	0.062	-0.284	-0.044
aforethought	0.000	0.593	0.625
afoul	-0.600	0.619	-0.333
afraid	-0.977	0.352	-0.529
afresh	0.286	0.042	-0.040
afro	0.444	0.074	0.037
aft	-0.040	-0.166	0.036
after	0.234	0.000	-0.266
afterbirth	-0.370	-0.476	-0.556
afterburner	0.000	1.000	0.958
afterburning	-0.200	0.708	0.583
aftercare	0.667	-0.625	-0.250
aftereffect	-0.333	-0.556	-0.222
aftergame	0.190	0.667	0.222
afterglow	1.000	-0.481	0.333
afterhours	0.111	0.625	0.000
afterlife	0.142	0.134	0.136
afterload	0.000	0.190	0.524
aftermarket	0.000	0.542	0.593
aftermath	-0.376	-0.102	-0.112
aftermost	0.000	0.000	0.037
afternoon	0.066	-0.224	-0.322
afterparty	0.750	1.000	0.000
aftersale	0.625	-0.667	0.333
afterschool	0.250	0.476	-0.048
aftershave	-0.188	-0.232	-0.170
aftershock	-0.500	0.714	0.037
aftertaste	-0.292	-0.276	-0.090
afterthought	-0.208	-0.216	-0.302
aftertime	0.000	-0.630	-0.037
afterward	0.000	-0.619	0.000
afterword	0.095	-0.630	0.148
afterworld	-0.286	-0.190	0.000
aga	0.084	-0.346	-0.204
again	-0.096	-0.044	0.032
against	-0.552	0.096	-0.194
agamemnon	-0.524	0.667	1.000
agape	0.224	0.058	-0.072
agate	0.080	-0.246	-0.034
agave	0.500	-0.476	0.111
age	0.122	-0.548	-0.004
